item_id,order_id,product_id,quantity,unit_price,discount_percent
ITM-000450,ORD-00143,PRD-0020,1,781.91,59.7
ITM-000451,ORD-00143,PRD-0078,5,731.43,34.4
ITM-000452,ORD-00143,PRD-0027,4,759.21,3.8
ITM-000453,ORD-00143,PRD-0014,4,266.43,57.7
ITM-000454,ORD-00143,PRD-0014,3,541.53,10.7
ITM-000455,ORD-00144,PRD-0026,-4,60.25,57.8
ITM-000456,ORD-00144,PRD-0038,3,529.36,4.2
ITM-000457,ORD-00144,PRD-0002,1,141.6,51.6
ITM-000458,ORD-00144,PRD-0015,4,107.66,25.1
ITM-000459,ORD-00144,PRD-0027,1,108.3,12.3
ITM-000460,ORD-00145,PRD-0074,4,751.63,35.2
ITM-000461,ORD-00145,PRD-0059,5,223.98,0.4
ITM-000462,ORD-00145,PRD-0052,2,485.85,14.8
ITM-000463,ORD-00145,PRD-0063,3,370.86,34.6
ITM-000464,ORD-00146,PRD-0059,3,280.69,50.6
ITM-000465,ORD-00147,PRD-0023,4,334.97,10.8
ITM-000466,ORD-00147,PRD-0059,5,310.81,39.5
ITM-000467,ORD-00147,PRD-0006,5,195.56,52.2
ITM-000468,ORD-00148,PRD-0009,5,559.94,43.3
ITM-000469,ORD-00148,PRD-0053,2,793.95,33.2
ITM-000470,ORD-00148,PRD-0014,3,405.99,46.8
ITM-000471,ORD-00149,PRD-0027,4,407.32,27.7
ITM-000472,ORD-00149,PRD-0060,1,308.02,44.8
ITM-000473,ORD-00149,PRD-0002,2,204.23,42.5
ITM-000474,ORD-00149,PRD-0060,2,390.38,4.1
ITM-000475,ORD-00150,PRD-0057,2,116.5,49.2
ITM-000476,ORD-00150,PRD-0003,2,487.56,10.6
ITM-000477,ORD-00150,PRD-0051,1,138.92,40.3
ITM-000478,ORD-00150,PRD-0020,1,355.32,10.7
ITM-000479,ORD-00150,PRD-0069,1,176.85,41.8
ITM-000480,ORD-00151,PRD-0040,1,357.97,35.9
ITM-000481,ORD-00151,PRD-0026,1,743.41,22.5
ITM-000482,ORD-00151,PRD-0003,2,340.24,59.4
ITM-000483,ORD-00151,PRD-0009,3,180.35,52.9
ITM-000484,ORD-00151,PRD-0006,2,335.47,6.5
ITM-000485,ORD-00152,PRD-0025,3,501.62,56.1
ITM-000486,ORD-00152,PRD-0016,4,189.76,6.4
ITM-000487,ORD-00152,PRD-0052,3,524.92,0.7
ITM-000488,ORD-00153,PRD-0036,4,521.71,22.1
ITM-000489,ORD-00153,PRD-0053,1,244.72,35.9
ITM-000490,ORD-00154,PRD-0073,5,141.31,57.5
ITM-000491,ORD-00155,PRD-0050,3,543.93,58.3
ITM-000492,ORD-00155,PRD-0041,2,782.53,40.0
ITM-000493,ORD-00155,PRD-0078,1,730.12,26.9
ITM-000494,ORD-00155,PRD-0030,5,405.22,42.3
ITM-000495,ORD-00155,PRD-0079,1,608.36,7.4
ITM-000496,ORD-00156,PRD-0080,4,68.11,8.3
ITM-000497,ORD-00156,PRD-0020,4,303.72,38.5
ITM-000498,ORD-00157,PRD-0057,5,592.71,19.7
ITM-000499,ORD-00157,PRD-0006,3,419.09,58.7
ITM-000500,ORD-00158,PRD-0043,1,277.47,12.3
ITM-000501,ORD-00158,PRD-0032,1,642.15,41.8
ITM-000502,ORD-00158,PRD-0049,2,419.57,11.0
ITM-000503,ORD-00159,PRD-0009,1,763.16,3.1
ITM-000504,ORD-00160,PRD-0023,2,476.14,49.9
ITM-000505,ORD-00160,PRD-0011,2,343.86,28.0
ITM-000506,ORD-00161,PRD-0023,2,486.65,18.2
ITM-000507,ORD-00161,PRD-0026,5,221.13,46.9
ITM-000508,ORD-00162,PRD-0022,3,379.22,25.4
ITM-000509,ORD-00163,PRD-0062,4,20.75,22.9
ITM-000510,ORD-00163,PRD-0039,1,478.17,9.2
ITM-000511,ORD-00163,PRD-0060,2,248.15,17.0
ITM-000512,ORD-00163,PRD-0010,5,269.92,42.9
ITM-000513,ORD-00163,PRD-0025,2,8.32,51.7
ITM-000514,ORD-00164,PRD-0054,4,752.53,58.2
ITM-000515,ORD-00164,PRD-0040,3,514.63,35.3
ITM-000516,ORD-00164,PRD-0016,4,310.94,33.9
ITM-000517,ORD-00165,PRD-0045,4,410.14,29.3
ITM-000518,ORD-00165,PRD-0050,3,741.58,44.1
ITM-000519,ORD-00166,PRD-0047,4,506.61,40.6
ITM-000520,ORD-00166,PRD-0059,2,755.69,8.8
ITM-000521,ORD-00167,PRD-0021,5,14.81,46.3
ITM-000522,ORD-00167,PRD-0076,4,779.45,4.8
ITM-000523,ORD-00168,PRD-0055,4,206.03,18.1
ITM-000524,ORD-00168,PRD-0049,5,470.93,44.0
ITM-000525,ORD-00169,PRD-0045,1,652.31,16.1
ITM-000526,ORD-00170,PRD-0001,4,789.69,49.0
ITM-000527,ORD-00170,PRD-0054,1,422.34,39.3
ITM-000528,ORD-00171,PRD-0024,2,564.72,11.9
ITM-000529,ORD-00171,PRD-0015,2,363.28,48.9
ITM-000530,ORD-00171,PRD-0024,2,648.3,11.5
ITM-000531,ORD-00171,PRD-0080,4,91.81,38.2
ITM-000532,ORD-00172,PRD-0016,3,225.03,20.5
ITM-000533,ORD-00173,PRD-0013,2,12.56,16.0
ITM-000534,ORD-00173,PRD-0006,1,81.99,31.3
ITM-000535,ORD-00173,PRD-0067,1,789.58,45.7
ITM-000536,ORD-00173,PRD-0044,4,485.48,20.2
ITM-000537,ORD-00173,PRD-0031,3,753.09,39.9
ITM-000538,ORD-00174,PRD-0046,5,699.1,48.4
ITM-000539,ORD-00174,PRD-0052,1,581.55,53.3
ITM-000540,ORD-00174,PRD-0016,-2,695.86,16.8
ITM-000541,ORD-00174,PRD-0080,2,550.52,52.2
ITM-000542,ORD-00175,PRD-0001,4,789.01,57.5
ITM-000543,ORD-00175,PRD-0047,-3,699.38,58.2
ITM-000544,ORD-00175,PRD-0030,3,487.38,24.0
ITM-000545,ORD-00175,PRD-0045,5,345.19,55.9
ITM-000546,ORD-00175,PRD-0013,4,588.75,17.6
ITM-000547,ORD-00176,PRD-0074,2,628.97,43.0
ITM-000548,ORD-00176,PRD-0012,1,244.57,40.4
ITM-000549,ORD-00177,PRD-0058,4,764.27,28.9
ITM-000550,ORD-00177,PRD-0028,5,140.49,56.7
ITM-000551,ORD-00177,PRD-0004,1,132.39,55.7
ITM-000552,ORD-00177,PRD-0029,4,576.74,40.0
ITM-000553,ORD-00177,PRD-0069,1,508.67,29.5
ITM-000554,ORD-00178,PRD-0077,2,56.41,20.6
ITM-000555,ORD-00178,PRD-0072,4,773.17,26.2
ITM-000556,ORD-00178,PRD-0015,2,236.33,6.7
ITM-000557,ORD-00179,PRD-0015,5,460.41,7.6
ITM-000558,ORD-00179,PRD-0074,3,590.85,18.6
ITM-000559,ORD-00179,PRD-0050,5,783.98,19.2
ITM-000560,ORD-00180,PRD-0078,2,474.67,6.4
ITM-000561,ORD-00180,PRD-0059,1,256.16,49.0
ITM-000562,ORD-00180,PRD-0064,3,545.58,8.8
ITM-000563,ORD-00181,PRD-0005,2,481.11,18.5
ITM-000564,ORD-00181,PRD-0074,1,385.23,49.7
ITM-000565,ORD-00181,PRD-0049,4,51.76,48.6
ITM-000566,ORD-00182,PRD-0029,2,561.82,3.2
ITM-000567,ORD-00182,PRD-0051,2,242.79,48.9
ITM-000568,ORD-00183,PRD-0044,1,340.84,28.4
ITM-000569,ORD-00183,PRD-0051,3,62.1,43.6
ITM-000570,ORD-00184,PRD-0071,2,318.05,7.9
ITM-000571,ORD-00184,PRD-0007,5,680.6,42.6
ITM-000572,ORD-00184,PRD-0074,4,114.36,41.8
ITM-000573,ORD-00185,PRD-0026,2,589.58,0.5
ITM-000574,ORD-00185,PRD-0019,5,304.36,59.0
ITM-000575,ORD-00185,PRD-0013,2,287.69,28.4
ITM-000576,ORD-00186,PRD-0044,1,476.75,58.2
ITM-000577,ORD-00187,PRD-0031,2,320.33,18.2
ITM-000578,ORD-00187,PRD-0049,5,621.8,59.5
ITM-000579,ORD-00187,PRD-0049,1,223.8,39.2
ITM-000580,ORD-00187,PRD-0015,-3,70.7,29.4
ITM-000581,ORD-00188,PRD-0074,-2,789.94,28.8
ITM-000582,ORD-00188,PRD-0024,1,310.25,60.0
ITM-000583,ORD-00188,PRD-0017,4,84.06,3.8
ITM-000584,ORD-00188,PRD-0003,5,318.07,49.0
ITM-000585,ORD-00188,PRD-0067,5,670.53,32.3
ITM-000586,ORD-00189,PRD-0016,2,148.63,35.9
ITM-000587,ORD-00190,PRD-0041,1,102.82,7.7
ITM-000588,ORD-00190,PRD-0012,2,452.18,51.1
ITM-000589,ORD-00191,PRD-0065,1,242.37,58.0
ITM-000590,ORD-00192,PRD-0001,4,202.43,2.8
ITM-000591,ORD-00192,PRD-0038,5,529.03,26.7
ITM-000592,ORD-00193,PRD-0067,4,729.07,59.8
ITM-000593,ORD-00193,PRD-0027,5,551.9,39.8
ITM-000594,ORD-00193,PRD-0025,1,117.63,51.4
ITM-000595,ORD-00193,PRD-0078,2,443.9,35.5
ITM-000596,ORD-00193,PRD-0080,3,340.5,33.0
ITM-000597,ORD-00194,PRD-0021,4,323.05,5.0
ITM-000598,ORD-00194,PRD-0019,3,431.04,4.2
ITM-000599,ORD-00194,PRD-0025,3,572.98,33.8
ITM-000600,ORD-00195,PRD-0020,5,256.51,47.3
ITM-000601,ORD-00195,PRD-0078,-4,201.76,16.2
ITM-000602,ORD-00195,PRD-0071,5,328.39,19.8
ITM-000603,ORD-00195,PRD-0043,1,623.57,8.8
ITM-000604,ORD-00195,PRD-0013,2,304.84,58.1
ITM-000605,ORD-00196,PRD-0016,1,144.71,43.7
ITM-000606,ORD-00196,PRD-0063,3,80.95,20.9
ITM-000607,ORD-00196,PRD-0071,5,220.49,5.9
ITM-000608,ORD-00196,PRD-0050,1,148.63,48.4
ITM-000609,ORD-00197,PRD-0052,5,384.11,7.7
ITM-000610,ORD-00197,PRD-0020,1,527.76,8.6
ITM-000611,ORD-00197,PRD-0007,5,735.16,38.4
ITM-000612,ORD-00197,PRD-0032,3,544.18,25.1
ITM-000613,ORD-00197,PRD-0046,4,639.78,30.1
ITM-000614,ORD-00198,PRD-0030,4,247.62,51.5
ITM-000615,ORD-00198,PRD-0041,3,676.97,38.1
ITM-000616,ORD-00198,PRD-0012,1,136.26,3.4
ITM-000617,ORD-00199,PRD-0002,5,769.92,25.4
ITM-000618,ORD-00199,PRD-0018,5,386.33,30.9
ITM-000619,ORD-00199,PRD-0052,5,16.05,11.4
ITM-000620,ORD-00200,PRD-0045,4,199.16,44.3
ITM-000621,ORD-00201,PRD-0058,5,771.89,40.5
ITM-000622,ORD-00201,PRD-0023,5,64.72,50.4
ITM-000623,ORD-00201,PRD-0007,5,341.06,22.7
ITM-000624,ORD-00201,PRD-0044,3,731.67,15.0
ITM-000625,ORD-00201,PRD-0016,5,235.6,29.0
ITM-000626,ORD-00202,PRD-0073,-2,317.93,55.4
ITM-000627,ORD-00202,PRD-0005,5,748.65,53.5
ITM-000628,ORD-00202,PRD-0001,4,494.35,19.7
ITM-000629,ORD-00203,PRD-0024,-1,324.64,0.5
ITM-000630,ORD-00203,PRD-0011,4,425.63,53.9
ITM-000631,ORD-00203,PRD-0063,4,10.49,46.2
ITM-000632,ORD-00204,PRD-0048,2,242.93,25.7
ITM-000633,ORD-00204,PRD-0035,2,91.41,26.3
ITM-000634,ORD-00204,PRD-0046,4,598.94,0.3
ITM-000635,ORD-00205,PRD-0006,1,111.28,25.3
ITM-000636,ORD-00205,PRD-0021,3,534.63,56.9
ITM-000637,ORD-00206,PRD-0071,1,398.98,40.9
ITM-000638,ORD-00206,PRD-0052,2,403.98,55.4
ITM-000639,ORD-00206,PRD-0014,4,635.21,7.6
ITM-000640,ORD-00207,PRD-0031,-5,46.37,49.8
ITM-000641,ORD-00207,PRD-0002,4,350.29,17.4
ITM-000642,ORD-00207,PRD-0055,4,201.96,9.1
ITM-000643,ORD-00208,PRD-0015,2,692.01,59.7
ITM-000644,ORD-00208,PRD-0055,2,162.74,42.4
ITM-000645,ORD-00208,PRD-0065,1,490.82,11.3
ITM-000646,ORD-00208,PRD-0020,5,187.36,7.9
ITM-000647,ORD-00208,PRD-0025,1,743.63,25.6
ITM-000648,ORD-00209,PRD-0007,2,307.38,31.5
ITM-000649,ORD-00209,PRD-0055,2,385.96,30.6
ITM-000650,ORD-00209,PRD-0035,1,294.04,56.6
ITM-000651,ORD-00209,PRD-0007,4,149.49,0.0
ITM-000652,ORD-00209,PRD-0061,3,227.73,36.4
ITM-000653,ORD-00210,PRD-0063,2,294.05,18.3
ITM-000654,ORD-00210,PRD-0071,1,617.52,7.8
ITM-000655,ORD-00210,PRD-0047,3,595.63,35.3
ITM-000656,ORD-00210,PRD-0036,5,171.98,23.0
ITM-000657,ORD-00211,PRD-0078,2,100.68,35.2
ITM-000658,ORD-00212,PRD-0013,2,64.53,32.8
ITM-000659,ORD-00212,PRD-0061,3,791.77,12.1
ITM-000660,ORD-00213,PRD-0054,1,442.64,15.2
ITM-000661,ORD-00213,PRD-0047,5,361.54,43.0
ITM-000662,ORD-00214,PRD-0068,1,745.41,30.2
ITM-000663,ORD-00214,PRD-0036,1,558.88,7.7
ITM-000664,ORD-00214,PRD-0008,1,636.54,41.6
ITM-000665,ORD-00214,PRD-0069,4,696.85,58.3
ITM-000666,ORD-00215,PRD-0050,4,452.19,23.4
ITM-000667,ORD-00215,PRD-0024,5,7.86,34.3
ITM-000668,ORD-00216,PRD-0066,1,367.08,42.5
ITM-000669,ORD-00216,PRD-0029,5,240.61,16.1
ITM-000670,ORD-00216,PRD-0006,1,429.18,17.5
ITM-000671,ORD-00216,PRD-0036,2,742.16,16.2
ITM-000672,ORD-00216,PRD-0032,1,791.68,12.6
ITM-000673,ORD-00217,PRD-0078,1,777.91,19.5
ITM-000674,ORD-00218,PRD-0053,3,719.18,17.7
ITM-000675,ORD-00218,PRD-0002,1,660.03,13.2
ITM-000676,ORD-00218,PRD-0003,3,432.22,58.7
ITM-000677,ORD-00218,PRD-0049,5,756.8,15.4
ITM-000678,ORD-00218,PRD-0057,5,180.41,16.1
ITM-000679,ORD-00219,PRD-0030,4,585.2,26.0
ITM-000680,ORD-00219,PRD-0012,2,399.29,27.6
ITM-000681,ORD-00219,PRD-0063,2,754.97,10.8
ITM-000682,ORD-00219,PRD-0021,-3,708.78,49.0
ITM-000683,ORD-00219,PRD-0019,5,62.28,14.7
ITM-000684,ORD-00220,PRD-0018,1,582.78,48.5
ITM-000685,ORD-00220,PRD-0050,5,21.47,49.6
ITM-000686,ORD-00220,PRD-0011,1,217.79,56.3
ITM-000687,ORD-00220,PRD-0002,-5,766.31,6.4
ITM-000688,ORD-00221,PRD-0062,1,608.94,53.5
ITM-000689,ORD-00221,PRD-0062,2,127.84,3.4
ITM-000690,ORD-00221,PRD-0016,3,21.86,2.7
ITM-000691,ORD-00222,PRD-0054,3,117.76,54.7
ITM-000692,ORD-00222,PRD-0050,1,122.16,39.3
ITM-000693,ORD-00222,PRD-0050,2,550.98,42.9
ITM-000694,ORD-00222,PRD-0015,1,183.5,57.4
ITM-000695,ORD-00222,PRD-0079,3,270.31,21.6
ITM-000696,ORD-00223,PRD-0023,1,345.76,20.1
ITM-000697,ORD-00224,PRD-0039,4,501.68,17.2
ITM-000698,ORD-00224,PRD-0064,1,531.08,56.0
ITM-000699,ORD-00225,PRD-0020,1,623.34,8.8
ITM-000700,ORD-00226,PRD-0062,4,652.65,6.8
ITM-000701,ORD-00226,PRD-0036,4,120.01,19.4
ITM-000702,ORD-00227,PRD-0046,2,258.86,25.4
ITM-000703,ORD-00227,PRD-0043,4,114.89,56.6
ITM-000704,ORD-00228,PRD-0064,4,433.3,29.6
ITM-000705,ORD-00228,PRD-0050,5,71.48,42.9
ITM-000706,ORD-00229,PRD-0029,5,563.96,14.1
ITM-000707,ORD-00229,PRD-0003,1,293.11,28.4
ITM-000708,ORD-00229,PRD-0008,2,729.53,21.7
ITM-000709,ORD-00229,PRD-0019,2,669.03,33.1
ITM-000710,ORD-00229,PRD-0029,4,49.41,8.3
ITM-000711,ORD-00230,PRD-0055,4,300.49,42.1
ITM-000712,ORD-00230,PRD-0077,5,697.03,1.8
ITM-000713,ORD-00231,PRD-0010,2,14.92,49.9
ITM-000714,ORD-00231,PRD-0024,4,378.46,8.4
ITM-000715,ORD-00231,PRD-0039,5,378.8,43.4
ITM-000716,ORD-00232,PRD-0020,1,52.7,38.5
ITM-000717,ORD-00232,PRD-0065,5,132.48,23.8
ITM-000718,ORD-00232,PRD-0059,4,445.55,49.8
ITM-000719,ORD-00232,PRD-0030,5,341.82,9.4
ITM-000720,ORD-00233,PRD-0017,5,595.79,24.0
ITM-000721,ORD-00234,PRD-0072,2,486.04,4.6
ITM-000722,ORD-00235,PRD-0052,4,662.67,9.9
ITM-000723,ORD-00235,PRD-0025,3,219.59,6.3
ITM-000724,ORD-00235,PRD-0043,3,27.3,16.9
ITM-000725,ORD-00235,PRD-0028,5,479.7,45.4
ITM-000726,ORD-00236,PRD-0005,2,196.07,5.1
ITM-000727,ORD-00236,PRD-0073,5,789.26,29.0
ITM-000728,ORD-00236,PRD-0040,1,11.74,21.4
ITM-000729,ORD-00237,PRD-0041,4,602.71,43.5
ITM-000730,ORD-00237,PRD-0013,2,268.4,53.8
ITM-000731,ORD-00237,PRD-0020,5,23.83,47.8
ITM-000732,ORD-00238,PRD-0005,5,235.64,9.1
ITM-000733,ORD-00238,PRD-0012,4,762.49,13.9
ITM-000734,ORD-00238,PRD-0019,2,616.22,9.7
ITM-000735,ORD-00238,PRD-0078,5,522.86,55.8
ITM-000736,ORD-00239,PRD-0044,4,236.22,37.4
ITM-000737,ORD-00239,PRD-0050,4,195.09,59.8
ITM-000738,ORD-00239,PRD-0020,5,455.69,59.7
ITM-000739,ORD-00240,PRD-0040,1,439.97,58.1
ITM-000740,ORD-00241,PRD-0041,4,139.93,17.7
ITM-000741,ORD-00242,PRD-0046,3,75.94,10.8
ITM-000742,ORD-00243,PRD-0033,3,611.7,26.5
ITM-000743,ORD-00243,PRD-0073,2,393.17,21.8
ITM-000744,ORD-00243,PRD-0080,3,734.13,7.7
ITM-000745,ORD-00243,PRD-0080,3,761.88,22.4
ITM-000746,ORD-00244,PRD-0006,5,498.39,38.6
ITM-000747,ORD-00244,PRD-0072,2,11.31,51.2
ITM-000748,ORD-00244,PRD-0073,3,322.43,4.4
ITM-000749,ORD-00244,PRD-0012,4,282.41,28.1
ITM-000750,ORD-00245,PRD-0024,4,586.76,55.0
ITM-000751,ORD-00245,PRD-0026,4,324.21,3.9
ITM-000752,ORD-00245,PRD-0063,3,174.04,44.5
ITM-000753,ORD-00245,PRD-0005,1,438.34,56.9
ITM-000754,ORD-00245,PRD-0041,2,456.72,59.3
ITM-000755,ORD-00246,PRD-0047,1,632.7,58.7
ITM-000756,ORD-00246,PRD-0003,2,762.35,41.0
ITM-000757,ORD-00246,PRD-0023,3,71.46,4.2
ITM-000758,ORD-00246,PRD-0058,4,697.67,31.5
ITM-000759,ORD-00247,PRD-0012,2,716.49,25.7
ITM-000760,ORD-00247,PRD-0045,3,753.84,28.9
ITM-000761,ORD-00247,PRD-0021,5,772.64,26.2
ITM-000762,ORD-00248,PRD-0072,4,627.54,35.8
ITM-000763,ORD-00248,PRD-0075,1,495.13,19.4
ITM-000764,ORD-00248,PRD-0059,-3,747.39,30.0
ITM-000765,ORD-00248,PRD-0053,3,213.93,43.3
ITM-000766,ORD-00248,PRD-0017,4,509.26,38.3
ITM-000767,ORD-00249,PRD-0025,1,339.04,32.8
ITM-000768,ORD-00249,PRD-0028,2,281.73,57.1
ITM-000769,ORD-00249,PRD-0048,5,651.95,1.0
ITM-000770,ORD-00249,PRD-0016,3,560.96,38.9
ITM-000771,ORD-00249,PRD-0046,4,285.01,32.5
ITM-000772,ORD-00250,PRD-0023,3,369.76,22.4
ITM-000773,ORD-00250,PRD-0070,5,351.52,17.1
ITM-000774,ORD-00250,PRD-0080,4,750.63,54.4
ITM-000775,ORD-00250,PRD-0014,1,76.26,1.0
ITM-000776,ORD-00250,PRD-0080,4,742.15,6.0
ITM-000777,ORD-00251,PRD-0005,5,535.83,51.1
ITM-000778,ORD-00251,PRD-0059,2,443.51,6.9
ITM-000779,ORD-00251,PRD-0045,4,774.25,54.8
ITM-000780,ORD-00251,PRD-0051,4,11.05,22.5
ITM-000781,ORD-00252,PRD-0034,5,249.38,54.2
ITM-000782,ORD-00252,PRD-0001,4,720.65,24.9
ITM-000783,ORD-00253,PRD-0048,1,673.41,31.1
ITM-000784,ORD-00254,PRD-0074,3,794.3,14.5
ITM-000785,ORD-00254,PRD-0051,4,663.7,48.1
ITM-000786,ORD-00254,PRD-0050,5,782.0,10.4
ITM-000787,ORD-00254,PRD-0056,3,188.62,42.6
ITM-000788,ORD-00254,PRD-0074,2,628.5,50.6
ITM-000789,ORD-00255,PRD-0042,5,166.99,5.6
ITM-000790,ORD-00255,PRD-0076,-4,126.67,37.1
ITM-000791,ORD-00255,PRD-0011,5,459.58,1.5
ITM-000792,ORD-00256,PRD-0046,4,153.31,39.2
ITM-000793,ORD-00256,PRD-0069,2,673.16,43.6
ITM-000794,ORD-00257,PRD-0036,3,70.96,8.6
ITM-000795,ORD-00257,PRD-0075,1,694.22,6.7
ITM-000796,ORD-00257,PRD-0019,5,229.56,53.7
ITM-000797,ORD-00257,PRD-0047,1,730.61,12.5
ITM-000798,ORD-00258,PRD-0053,4,63.49,57.6
ITM-000799,ORD-00259,PRD-0049,2,712.32,38.0
ITM-000800,ORD-00260,PRD-0002,2,723.39,39.6
ITM-000801,ORD-00260,PRD-0016,5,780.85,59.6
ITM-000802,ORD-00260,PRD-0077,4,439.45,9.5
ITM-000803,ORD-00260,PRD-0025,3,486.86,32.2
ITM-000804,ORD-00261,PRD-0028,5,694.17,6.9
ITM-000805,ORD-00261,PRD-0018,-2,179.71,43.7
ITM-000806,ORD-00261,PRD-0062,2,163.39,5.5
ITM-000807,ORD-00261,PRD-0060,5,597.43,29.7
ITM-000808,ORD-00261,PRD-0025,5,203.82,11.9
ITM-000809,ORD-00262,PRD-0076,4,252.71,47.6
ITM-000810,ORD-00262,PRD-0058,4,341.87,44.8
ITM-000811,ORD-00262,PRD-0078,3,309.52,12.0
ITM-000812,ORD-00263,PRD-0009,3,362.28,53.4
ITM-000813,ORD-00263,PRD-0053,5,238.31,49.6
ITM-000814,ORD-00263,PRD-0004,5,96.15,48.5
ITM-000815,ORD-00264,PRD-0010,2,176.07,22.3
ITM-000816,ORD-00264,PRD-0016,2,12.66,41.3
ITM-000817,ORD-00264,PRD-0073,3,637.22,53.9
ITM-000818,ORD-00264,PRD-0037,5,483.43,31.6
ITM-000819,ORD-00265,PRD-0078,5,757.29,48.4
ITM-000820,ORD-00266,PRD-0054,5,547.29,26.1
ITM-000821,ORD-00267,PRD-0064,2,401.43,59.4
ITM-000822,ORD-00267,PRD-0058,4,141.06,19.6
ITM-000823,ORD-00267,PRD-0003,4,231.6,38.6
ITM-000824,ORD-00268,PRD-0037,1,109.19,58.0
ITM-000825,ORD-00268,PRD-0068,1,36.1,38.7
ITM-000826,ORD-00268,PRD-0054,1,579.99,16.5
ITM-000827,ORD-00268,PRD-0072,3,620.82,29.6
ITM-000828,ORD-00268,PRD-0059,1,397.2,38.5
ITM-000829,ORD-00269,PRD-0014,3,28.28,2.9
ITM-000830,ORD-00270,PRD-0042,2,689.8,43.5
ITM-000831,ORD-00271,PRD-0048,2,653.84,32.3
ITM-000832,ORD-00271,PRD-0007,1,211.45,47.1
ITM-000833,ORD-00272,PRD-0010,1,214.66,41.3
ITM-000834,ORD-00273,PRD-0018,3,468.85,7.2
ITM-000835,ORD-00273,PRD-0075,3,710.8,58.0
ITM-000836,ORD-00273,PRD-0016,4,419.8,14.4
ITM-000837,ORD-00273,PRD-0036,4,260.92,43.9
ITM-000838,ORD-00274,PRD-0038,1,570.55,21.2
ITM-000839,ORD-00274,PRD-0027,2,557.5,4.5
ITM-000840,ORD-00275,PRD-0028,1,377.18,23.1
ITM-000841,ORD-00275,PRD-0027,4,652.13,45.7
ITM-000842,ORD-00275,PRD-0040,5,568.27,39.3
ITM-000843,ORD-00275,PRD-0017,5,178.93,21.8
ITM-000844,ORD-00276,PRD-0052,5,154.42,16.7
ITM-000845,ORD-00276,PRD-0074,2,520.46,8.8
ITM-000846,ORD-00276,PRD-0031,1,18.19,27.7
ITM-000847,ORD-00276,PRD-0068,-3,364.85,15.9
ITM-000848,ORD-00277,PRD-0028,1,124.74,30.1
ITM-000849,ORD-00277,PRD-0057,5,221.71,5.9
ITM-000850,ORD-00277,PRD-0055,4,159.18,11.4
ITM-000851,ORD-00277,PRD-0068,2,487.92,31.1
ITM-000852,ORD-00277,PRD-0032,1,767.38,13.2
ITM-000853,ORD-00278,PRD-0031,1,57.35,6.1
ITM-000854,ORD-00279,PRD-0052,5,316.57,6.1
ITM-000855,ORD-00279,PRD-0022,3,629.65,20.9
ITM-000856,ORD-00280,PRD-0001,5,79.92,30.2
ITM-000857,ORD-00280,PRD-0040,5,682.79,41.3
ITM-000858,ORD-00280,PRD-0009,2,137.48,19.9
ITM-000859,ORD-00281,PRD-0061,2,345.2,1.2
ITM-000860,ORD-00281,PRD-0022,3,544.97,51.2
ITM-000861,ORD-00281,PRD-0061,5,468.61,29.3
ITM-000862,ORD-00281,PRD-0006,2,656.05,34.0
ITM-000863,ORD-00282,PRD-0022,2,605.22,46.5
ITM-000864,ORD-00282,PRD-0043,1,364.83,44.1
ITM-000865,ORD-00282,PRD-0063,5,206.56,27.5
ITM-000866,ORD-00283,PRD-0067,3,620.75,51.4
ITM-000867,ORD-00283,PRD-0035,5,550.2,43.7
ITM-000868,ORD-00283,PRD-0053,1,685.73,39.6
ITM-000869,ORD-00284,PRD-0032,3,464.18,41.7
ITM-000870,ORD-00284,PRD-0012,4,159.1,57.3
ITM-000871,ORD-00285,PRD-0070,3,719.88,27.0
ITM-000872,ORD-00286,PRD-0045,2,710.96,23.5
ITM-000873,ORD-00286,PRD-0036,4,250.91,2.5
ITM-000874,ORD-00286,PRD-0079,5,102.75,47.7
ITM-000875,ORD-00286,PRD-0045,5,234.28,58.2
ITM-000876,ORD-00286,PRD-0019,4,375.72,9.0
ITM-000877,ORD-00287,PRD-0021,5,246.4,17.3
ITM-000878,ORD-00287,PRD-0006,-3,177.77,49.5
ITM-000879,ORD-00287,PRD-0040,1,9.05,21.1
ITM-000880,ORD-00288,PRD-0045,1,703.58,47.1
ITM-000881,ORD-00289,PRD-0012,5,571.99,8.6
ITM-000882,ORD-00289,PRD-0011,2,236.19,1.9
ITM-000883,ORD-00289,PRD-0050,3,340.94,58.0
ITM-000884,ORD-00289,PRD-0039,1,479.65,10.4
ITM-000885,ORD-00289,PRD-0042,4,644.48,8.4
ITM-000886,ORD-00290,PRD-0071,3,163.62,18.3
ITM-000887,ORD-00290,PRD-0060,3,438.94,22.6
ITM-000888,ORD-00291,PRD-0057,1,556.84,30.2
ITM-000889,ORD-00291,PRD-0055,3,375.91,57.7
ITM-000890,ORD-00291,PRD-0072,-4,26.01,46.0
ITM-000891,ORD-00291,PRD-0079,1,725.94,47.2
ITM-000892,ORD-00292,PRD-0080,5,436.9,33.9
ITM-000893,ORD-00292,PRD-0051,3,105.12,40.2
ITM-000894,ORD-00292,PRD-0067,4,370.88,3.3
ITM-000895,ORD-00292,PRD-0014,1,270.12,5.8
ITM-000896,ORD-00292,PRD-0043,3,692.13,7.3
ITM-000897,ORD-00293,PRD-0007,5,562.75,31.0
ITM-000898,ORD-00293,PRD-0064,5,113.44,53.7
ITM-000899,ORD-00293,PRD-0040,2,576.72,56.2
