order_id,customer_id,order_date,status,region_code
ORD-00370,,2025-04-10 11:01:21,DELIVERED,EAST
ORD-00371,CUST-0126,2026-05-01 07:08:19,CANCELLED,EAST
ORD-00372,CUST-0107,2026-05-10 06:58:52,CANCELLED,WEST
ORD-00373,CUST-0096,2026-06-13 05:04:19,RETURNED,WEST
ORD-00374,CUST-0135,2026-07-11 06:53:03,SHIPPED,NORTH
ORD-00375,CUST-0093,2026-01-18 14:32:25,PLACED,NORTH
ORD-00376,CUST-0126,2025-05-10 15:37:35,DELIVERED,EAST
ORD-00377,CUST-0067,2026-05-09 12:03:10,RETURNED,SOUTH
ORD-00378,CUST-0058,2026-01-10 13:32:01,PLACED,WEST
ORD-00379,CUST-0045,2026-08-01 19:51:19,DELIVERED,WEST
ORD-00380,CUST-0090,2025-04-26 14:19:43,RETURNED,CENTRAL
ORD-00381,CUST-0027,2026-08-02 21:53:53,DELIVERED,CENTRAL
ORD-00382,CUST-0073,2025-10-08 15:04:21,DELIVERED,EAST
ORD-00383,CUST-0067,2025-10-08 16:48:15,PLACED,CENTRAL
ORD-00384,CUST-0082,2026-03-19 20:31:18,DELIVERED,WEST
ORD-00385,CUST-0010,2026-01-27 22:14:43,RETURNED,WEST
ORD-00386,CUST-0092,2025-03-08 05:53:42,RETURNED,SOUTH
ORD-00387,CUST-0121,2026-03-31 23:51:35,SHIPPED,EAST
ORD-00388,CUST-0057,2025-08-11 09:26:50,DELIVERED,EAST
ORD-00389,CUST-0076,2025-04-22 15:03:55,RETURNED,CENTRAL
ORD-00390,CUST-0019,2025-04-13 16:07:55,CANCELLED,CENTRAL
ORD-00391,CUST-0014,2026-03-08 06:21:26,RETURNED,WEST
ORD-00392,CUST-0047,2026-05-19 20:11:20,PLACED,NORTH
ORD-00393,CUST-0054,2026-02-18 05:31:50,PLACED,SOUTH
ORD-00394,CUST-0110,2025-06-22 15:24:00,PLACED,CENTRAL
ORD-00395,CUST-0096,2026-07-26 16:12:01,PLACED,SOUTH
ORD-00396,CUST-0089,2025-09-24 12:32:37,DELIVERED,SOUTH
ORD-00397,CUST-0012,2025-10-08 14:46:33,RETURNED,CENTRAL
ORD-00398,CUST-0035,2025-08-24 15:22:48,SHIPPED,SOUTH
ORD-00399,CUST-0104,2026-07-21 23:08:13,PLACED,CENTRAL
ORD-00400,CUST-0032,2025-07-30 01:24:56,DELIVERED,CENTRAL
ORD-00401,CUST-0013,2026-04-21 00:03:44,PLACED,WEST
ORD-00402,CUST-0032,2025-11-24 04:13:44,PLACED,EAST
ORD-00403,CUST-0026,2025-02-23 19:44:08,CANCELLED,NORTH
ORD-00404,CUST-0031,2025-10-24 03:31:12,RETURNED,SOUTH
ORD-00405,CUST-0134,2026-01-15 13:18:10,PLACED,CENTRAL
ORD-00406,CUST-0054,2025-04-04 00:00:42,PLACED,NORTH
ORD-00407,CUST-0127,2026-03-10 16:04:46,PLACED,EAST
ORD-00408,CUST-0117,2025-10-10 01:06:52,SHIPPED,NORTH
ORD-00409,CUST-0093,2025-09-23 03:06:54,PLACED,NORTH
ORD-00410,CUST-0044,2025-09-07 14:39:17,PLACED,EAST
ORD-00411,CUST-0047,2026-04-15 14:17:53,CANCELLED,WEST
ORD-00412,CUST-0043,2026-04-16 23:03:54,SHIPPED,NORTH
ORD-00413,CUST-0124,2025-05-18 12:49:22,RETURNED,NORTH
ORD-00414,CUST-0034,2025-04-02 03:56:26,CANCELLED,NORTH
ORD-00415,CUST-0081,2026-07-28 21:33:49,RETURNED,CENTRAL
ORD-00416,CUST-0087,2025-02-24 22:39:06,CANCELLED,SOUTH
ORD-00417,CUST-0099,2026-03-10 17:57:39,PLACED,NORTH
ORD-00418,CUST-0041,2025-03-10 15:55:10,PLACED,WEST
ORD-00419,CUST-0085,29-10-2025,SHIPPED,CENTRAL
ORD-00420,CUST-0104,12-12-2025,CANCELLED,CENTRAL
ORD-00421,CUST-0128,2025-05-09 15:47:41,PLACED,NORTH
ORD-00422,CUST-0010,2026-08-09 19:39:40,DELIVERED,CENTRAL
ORD-00423,CUST-0117,2025-08-25 01:52:14,CANCELLED,EAST
ORD-00424,CUST-0122,2025-08-02 03:06:48,SHIPPED,NORTH
ORD-00425,CUST-0075,2025-02-21 03:02:57,SHIPPED,WEST
ORD-00426,CUST-0105,2026-04-22 06:12:07,CANCELLED,SOUTH
ORD-00427,CUST-0049,2025-08-28 13:02:59,RETURNED,NORTH
ORD-00428,CUST-0116,2025-04-28 16:08:31,PLACED,CENTRAL
ORD-00429,CUST-0142,2025-05-23 15:59:32,SHIPPED,CENTRAL
ORD-00430,CUST-0033,2026-04-25 19:38:56,DELIVERED,CENTRAL
ORD-00431,CUST-0108,2025-11-28 10:18:28,SHIPPED,SOUTH
ORD-00432,CUST-0132,2025-10-07 17:55:20,RETURNED,SOUTH
ORD-00433,CUST-0075,2025-08-21 04:45:41,SHIPPED,CENTRAL
ORD-00434,CUST-0083,2026-04-13 17:30:37,RETURNED,WEST
ORD-00435,CUST-0137,2025-10-21 13:51:00,RETURNED,NORTH
ORD-00436,,14-03-2026,PLACED,SOUTH
ORD-00437,CUST-0042,2025-10-20 04:53:03,DELIVERED,SOUTH
ORD-00438,CUST-0009,2025-08-07 03:39:55,RETURNED,SOUTH
ORD-00439,CUST-0144,2025-07-07 22:18:44,PLACED,WEST
ORD-00440,CUST-0081,15-06-2026,DELIVERED,SOUTH
ORD-00441,CUST-0114,2025-12-22 22:45:41,DELIVERED,CENTRAL
ORD-00442,CUST-0051,2026-01-23 05:43:04,SHIPPED,SOUTH
ORD-00443,CUST-0031,19-07-2025,DELIVERED,CENTRAL
ORD-00444,CUST-0042,21-11-2025,CANCELLED,SOUTH
ORD-00445,,2025-09-13 20:39:53,DELIVERED,WEST
ORD-00446,CUST-0141,08-08-2025,DELIVERED,CENTRAL
ORD-00447,CUST-0048,22-02-2025,RETURNED,SOUTH
ORD-00448,CUST-0138,2025-06-22 07:56:13,DELIVERED,EAST
ORD-00449,CUST-0056,2025-02-12 17:52:48,PLACED,NORTH
ORD-00450,CUST-0115,2025-12-06 19:58:39,SHIPPED,NORTH
ORD-00451,CUST-0083,2025-07-15 03:24:16,RETURNED,EAST
ORD-00452,,2025-02-26 11:32:51,RETURNED,WEST
ORD-00453,CUST-0076,2026-01-24 02:06:10,RETURNED,CENTRAL
ORD-00454,,2026-06-03 20:49:13,CANCELLED,NORTH
ORD-00455,CUST-0112,2026-05-28 04:01:29,DELIVERED,NORTH
ORD-00456,CUST-0014,2026-02-08 17:04:36,SHIPPED,EAST
ORD-00457,CUST-0116,2025-06-21 00:24:43,PLACED,CENTRAL
ORD-00458,,2026-06-06 18:02:44,PLACED,EAST
ORD-00459,CUST-0028,2025-10-17 09:38:05,DELIVERED,WEST
ORD-00460,CUST-0008,2025-04-11 07:08:47,CANCELLED,CENTRAL
ORD-00461,CUST-0037,2025-10-08 23:41:23,PLACED,CENTRAL
ORD-00462,CUST-0037,05-04-2026,RETURNED,CENTRAL
ORD-00463,CUST-0141,2026-05-14 23:47:57,DELIVERED,SOUTH
ORD-00464,CUST-0132,2026-03-17 07:39:53,DELIVERED,SOUTH
ORD-00465,CUST-0146,2026-06-15 17:29:41,RETURNED,NORTH
ORD-00466,CUST-0018,2025-11-26 23:37:31,DELIVERED,EAST
ORD-00467,CUST-0061,2026-04-29 02:57:12,DELIVERED,WEST
ORD-00468,CUST-0079,2026-03-06 11:51:20,CANCELLED,SOUTH
ORD-00469,,2025-11-30 22:47:41,CANCELLED,EAST
ORD-00470,CUST-0035,2025-09-04 14:28:22,DELIVERED,WEST
ORD-00471,CUST-0045,2026-05-18 04:57:34,SHIPPED,EAST
ORD-00472,CUST-0020,2026-05-24 16:40:01,RETURNED,CENTRAL
ORD-00473,CUST-0055,2026-07-03 17:57:34,CANCELLED,SOUTH
ORD-00474,CUST-0058,2025-10-16 16:32:05,CANCELLED,EAST
ORD-00475,CUST-0062,2026-02-21 04:28:10,SHIPPED,CENTRAL
ORD-00476,CUST-0038,2025-04-01 01:14:48,CANCELLED,SOUTH
ORD-00477,CUST-0095,13-12-2025,SHIPPED,CENTRAL
ORD-00478,CUST-0093,2025-07-08 14:56:02,PLACED,EAST
ORD-00479,CUST-0134,2025-11-02 08:37:34,RETURNED,SOUTH
ORD-00480,CUST-0097,2025-07-31 02:33:16,CANCELLED,SOUTH
ORD-00481,CUST-0091,2025-08-21 15:56:38,PLACED,CENTRAL
ORD-00482,CUST-0113,2026-02-21 16:41:17,SHIPPED,SOUTH
ORD-00483,CUST-0093,2026-04-10 13:51:21,PLACED,WEST
ORD-00484,CUST-0123,2026-01-06 20:53:26,PLACED,SOUTH
ORD-00485,,2026-02-26 16:02:57,RETURNED,SOUTH
ORD-00486,CUST-0067,2026-02-06 12:38:36,PLACED,EAST
ORD-00487,CUST-0056,2025-05-07 15:55:30,SHIPPED,SOUTH
ORD-00488,CUST-0037,2026-02-04 16:16:10,DELIVERED,WEST
ORD-00489,CUST-0018,2025-12-17 04:06:01,SHIPPED,CENTRAL
ORD-00490,CUST-0130,2025-06-06 19:06:11,CANCELLED,CENTRAL
ORD-00491,CUST-0137,2025-03-12 02:30:42,SHIPPED,CENTRAL
ORD-00492,CUST-0001,2025-05-25 11:55:02,RETURNED,WEST
ORD-00493,CUST-0124,2025-07-15 23:58:48,RETURNED,NORTH
ORD-00494,CUST-0066,2025-04-08 02:18:38,RETURNED,WEST
ORD-00495,CUST-0002,2026-08-02 03:33:00,CANCELLED,SOUTH
ORD-00496,CUST-0081,2025-06-17 04:27:41,RETURNED,EAST
ORD-00497,CUST-0138,2025-06-02 19:17:43,CANCELLED,SOUTH
ORD-00498,CUST-0143,2025-04-02 17:35:30,DELIVERED,EAST
ORD-00499,CUST-0102,2026-03-21 21:07:47,SHIPPED,WEST
ORD-00500,CUST-0042,2026-04-29 12:50:21,RETURNED,CENTRAL
ORD-00501,CUST-0014,2026-02-26 20:00:51,PLACED,SOUTH
ORD-00502,CUST-0112,11-05-2026,SHIPPED,EAST
ORD-00503,CUST-0010,2025-07-12 12:39:41,RETURNED,EAST
ORD-00504,CUST-0015,2026-02-11 14:00:12,RETURNED,EAST
ORD-00505,CUST-0131,2025-02-27 19:10:43,PLACED,EAST
ORD-00506,CUST-0001,2026-03-01 08:49:25,DELIVERED,WEST
ORD-00507,CUST-0052,25-02-2025,PLACED,NORTH
ORD-00508,CUST-0144,2025-08-18 08:14:38,SHIPPED,WEST
ORD-00509,CUST-0148,2026-08-05 13:32:06,RETURNED,NORTH
ORD-00510,CUST-0088,2026-04-12 08:56:34,RETURNED,EAST
ORD-00511,CUST-0097,2025-04-01 10:49:29,CANCELLED,CENTRAL
ORD-00512,CUST-0124,2026-04-12 12:40:50,SHIPPED,SOUTH
ORD-00513,CUST-0106,2025-08-13 00:44:53,DELIVERED,SOUTH
ORD-00514,CUST-0103,24-08-2025,SHIPPED,WEST
ORD-00515,CUST-0056,2025-11-07 23:43:59,SHIPPED,WEST
ORD-00516,CUST-0061,2025-12-05 06:14:12,SHIPPED,CENTRAL
ORD-00517,CUST-0028,2026-04-09 21:42:31,RETURNED,NORTH
ORD-00518,CUST-0139,2026-06-27 11:39:20,CANCELLED,CENTRAL
ORD-00519,CUST-0126,2026-02-03 16:17:25,SHIPPED,CENTRAL
ORD-00520,CUST-0135,2025-06-02 17:02:32,DELIVERED,WEST
ORD-00521,CUST-0045,2025-04-28 22:33:29,DELIVERED,NORTH
ORD-00522,,2026-01-06 03:20:23,RETURNED,EAST
ORD-00523,CUST-0068,2025-12-10 19:21:23,SHIPPED,WEST
ORD-00524,CUST-0108,2025-07-24 12:17:28,SHIPPED,CENTRAL
ORD-00525,CUST-0148,2025-12-18 23:17:51,SHIPPED,CENTRAL
ORD-00526,CUST-0098,2026-01-21 23:09:30,PLACED,SOUTH
ORD-00527,CUST-0035,2025-02-26 10:50:31,DELIVERED,EAST
ORD-00528,CUST-0146,2026-06-22 22:10:03,SHIPPED,EAST
ORD-00529,CUST-0025,2025-05-06 08:23:23,RETURNED,CENTRAL
ORD-00530,CUST-0066,22-08-2025,PLACED,EAST
ORD-00531,CUST-0051,2026-02-12 09:22:20,RETURNED,WEST
ORD-00532,CUST-0115,2026-05-21 09:29:40,SHIPPED,SOUTH
ORD-00533,CUST-0087,2025-06-04 18:25:54,PLACED,NORTH
ORD-00534,CUST-0059,2025-09-22 09:45:17,RETURNED,WEST
ORD-00535,CUST-0114,2025-08-03 16:28:26,SHIPPED,SOUTH
ORD-00536,CUST-0033,2025-12-12 23:44:47,PLACED,SOUTH
ORD-00537,CUST-0027,04-05-2026,CANCELLED,CENTRAL
ORD-00538,CUST-0102,2025-02-19 02:06:16,RETURNED,SOUTH
ORD-00539,CUST-0100,2025-09-27 23:18:28,SHIPPED,SOUTH
ORD-00540,CUST-0044,11-07-2026,DELIVERED,EAST
ORD-00541,CUST-0120,2025-11-04 04:44:34,SHIPPED,CENTRAL
ORD-00542,CUST-0145,2025-05-21 20:34:19,DELIVERED,WEST
ORD-00543,CUST-0023,2025-05-14 13:16:09,DELIVERED,NORTH
ORD-00544,,2026-03-23 15:34:00,CANCELLED,WEST
ORD-00545,CUST-0111,2025-10-14 00:35:23,SHIPPED,WEST
ORD-00546,CUST-0112,2025-07-01 22:47:41,CANCELLED,WEST
ORD-00547,CUST-0021,2025-06-03 16:48:51,RETURNED,EAST
ORD-00548,CUST-0137,2025-11-07 02:11:08,DELIVERED,NORTH
ORD-00549,CUST-0116,2025-11-04 15:12:20,PLACED,SOUTH
ORD-00550,,08-02-2025,PLACED,EAST
ORD-00551,CUST-0113,2026-08-01 04:00:31,SHIPPED,EAST
ORD-00552,CUST-0128,2025-07-25 01:21:05,SHIPPED,NORTH
ORD-00553,CUST-0101,2026-05-28 05:12:57,DELIVERED,WEST
ORD-00554,CUST-0032,2025-11-28 14:15:47,PLACED,SOUTH
ORD-00555,CUST-0025,2025-02-22 06:30:24,DELIVERED,EAST
ORD-00556,CUST-0011,2025-02-22 15:40:19,SHIPPED,EAST
ORD-00557,CUST-0056,2026-04-16 13:20:00,SHIPPED,EAST
ORD-00558,CUST-0102,04-12-2025,PLACED,CENTRAL
ORD-00559,CUST-0122,2026-03-04 02:15:10,CANCELLED,NORTH
ORD-00560,CUST-0087,09-06-2026,SHIPPED,CENTRAL
ORD-00561,CUST-0033,2025-03-28 17:50:41,DELIVERED,WEST
ORD-00562,CUST-0006,2025-07-19 04:16:57,PLACED,WEST
ORD-00563,CUST-0144,2025-10-12 15:12:36,SHIPPED,CENTRAL
ORD-00564,CUST-0120,2025-11-01 19:58:55,RETURNED,SOUTH
ORD-00565,CUST-0040,2025-05-06 08:34:23,CANCELLED,NORTH
ORD-00566,CUST-0130,2025-07-17 00:39:54,DELIVERED,CENTRAL
ORD-00567,CUST-0017,2025-07-09 21:31:49,RETURNED,SOUTH
ORD-00568,CUST-0083,2025-06-16 03:06:33,PLACED,NORTH
ORD-00569,CUST-0034,2026-02-08 06:06:31,SHIPPED,NORTH
ORD-00570,,2025-07-08 16:39:44,RETURNED,EAST
ORD-00571,,2025-12-26 02:00:59,SHIPPED,WEST
ORD-00572,CUST-0021,2025-04-17 01:23:35,CANCELLED,EAST
ORD-00573,CUST-0015,2025-11-10 23:04:53,DELIVERED,NORTH
ORD-00574,CUST-0133,2026-05-02 07:34:24,SHIPPED,SOUTH
ORD-00575,CUST-0064,2026-02-07 17:26:47,PLACED,CENTRAL
ORD-00576,CUST-0118,2025-05-29 05:50:11,RETURNED,WEST
ORD-00577,CUST-0041,2025-02-09 14:59:22,DELIVERED,CENTRAL
ORD-00578,CUST-0084,2025-07-25 20:27:52,DELIVERED,CENTRAL
ORD-00579,CUST-0140,2026-01-02 17:59:47,DELIVERED,EAST
ORD-00580,CUST-0115,29-06-2025,PLACED,EAST
ORD-00581,CUST-0133,2026-03-24 09:00:19,SHIPPED,SOUTH
ORD-00582,CUST-0006,2025-10-31 16:35:36,RETURNED,SOUTH
ORD-00583,CUST-0118,2025-08-10 08:23:56,RETURNED,SOUTH
ORD-00584,CUST-0077,2026-05-07 18:58:13,PLACED,EAST
ORD-00585,CUST-0045,2025-03-28 22:44:36,PLACED,CENTRAL
ORD-00586,CUST-0010,15-07-2025,PLACED,EAST
ORD-00587,CUST-0112,2025-06-09 03:55:49,SHIPPED,CENTRAL
ORD-00588,CUST-0098,2026-06-15 01:20:34,RETURNED,SOUTH
ORD-00589,CUST-0057,06-03-2026,CANCELLED,WEST
ORD-00590,CUST-0148,2025-03-11 13:18:50,CANCELLED,SOUTH
ORD-00591,CUST-0022,2025-04-09 01:35:25,DELIVERED,NORTH
ORD-00592,CUST-0112,2026-03-29 15:35:12,CANCELLED,WEST
ORD-00593,CUST-0051,2025-02-19 02:17:49,CANCELLED,EAST
ORD-00594,CUST-0148,2026-05-10 13:27:23,DELIVERED,SOUTH
ORD-00595,CUST-0007,2025-10-01 11:39:52,CANCELLED,CENTRAL
ORD-00596,CUST-0012,2025-12-13 11:09:48,PLACED,NORTH
ORD-00597,CUST-0063,2026-03-11 09:00:21,PLACED,EAST
ORD-00598,CUST-0006,2025-09-04 17:13:13,RETURNED,CENTRAL
ORD-00599,CUST-0141,2025-04-02 04:44:44,PLACED,WEST
ORD-00600,CUST-0135,2026-06-26 01:18:12,RETURNED,EAST
ORD-00601,CUST-0003,2026-06-02 08:42:54,DELIVERED,NORTH
ORD-00602,,2025-07-10 12:32:45,PLACED,EAST
ORD-00603,CUST-0137,2026-05-11 16:29:35,PLACED,NORTH
ORD-00604,CUST-0136,2025-10-01 12:47:10,PLACED,EAST
ORD-00605,CUST-0091,2025-10-04 16:17:51,PLACED,EAST
ORD-00606,CUST-0008,2025-10-27 10:57:25,SHIPPED,NORTH
ORD-00607,CUST-0134,2025-12-20 18:09:27,DELIVERED,CENTRAL
ORD-00608,CUST-0139,2026-03-28 04:37:34,SHIPPED,SOUTH
ORD-00609,CUST-0135,2026-03-24 04:41:59,RETURNED,SOUTH
ORD-00610,CUST-0143,2025-02-10 03:11:20,SHIPPED,NORTH
ORD-00611,CUST-0106,2025-06-14 23:59:52,DELIVERED,SOUTH
ORD-00612,CUST-0028,2026-03-28 19:39:17,RETURNED,CENTRAL
ORD-00613,CUST-0060,2025-12-16 11:05:44,CANCELLED,SOUTH
ORD-00614,CUST-0121,2025-07-23 12:31:30,SHIPPED,SOUTH
ORD-00615,CUST-0009,2025-06-17 00:59:17,CANCELLED,SOUTH
ORD-00616,CUST-0052,12-01-2026,CANCELLED,CENTRAL
ORD-00617,CUST-0084,2025-04-28 13:25:49,PLACED,CENTRAL
ORD-00618,CUST-0098,2025-09-23 23:36:38,RETURNED,CENTRAL
ORD-00619,CUST-0010,2025-02-22 14:52:56,PLACED,SOUTH
ORD-00620,CUST-0102,2026-06-30 16:48:40,PLACED,SOUTH
ORD-00621,CUST-0102,2025-10-02 09:29:10,CANCELLED,EAST
ORD-00622,CUST-0014,2025-02-26 14:53:41,CANCELLED,NORTH
ORD-00623,CUST-0029,2026-02-06 22:34:08,CANCELLED,WEST
ORD-00624,CUST-0007,2026-02-07 22:57:12,CANCELLED,NORTH
ORD-00625,CUST-0042,2026-04-05 22:28:40,DELIVERED,NORTH
ORD-00626,CUST-0099,2025-03-04 05:24:35,CANCELLED,NORTH
ORD-00627,CUST-0086,2026-03-09 04:11:49,PLACED,WEST
ORD-00628,CUST-0115,2025-10-18 03:57:08,SHIPPED,NORTH
ORD-00629,CUST-0065,2026-07-28 15:34:51,PLACED,CENTRAL
ORD-00630,CUST-0061,2025-12-30 15:29:26,CANCELLED,NORTH
ORD-00631,CUST-0002,2025-12-02 08:39:40,RETURNED,SOUTH
ORD-00632,,11-03-2026,DELIVERED,NORTH
ORD-00633,CUST-0009,2025-10-08 02:03:06,CANCELLED,SOUTH
ORD-00634,CUST-0073,2026-02-09 23:37:23,PLACED,NORTH
ORD-00635,CUST-0083,2025-07-28 02:48:27,RETURNED,NORTH
ORD-00636,CUST-0035,2026-04-07 08:21:33,CANCELLED,CENTRAL
ORD-00637,CUST-0054,2026-06-11 23:40:33,PLACED,WEST
ORD-00638,CUST-0074,2025-05-29 10:16:33,RETURNED,CENTRAL
ORD-00639,CUST-0034,2025-03-19 20:31:31,SHIPPED,CENTRAL
ORD-00640,CUST-0075,23-01-2026,PLACED,WEST
ORD-00641,CUST-0031,2026-01-09 13:26:02,DELIVERED,EAST
ORD-00642,CUST-0055,2026-07-29 22:18:16,PLACED,EAST
ORD-00643,CUST-0141,2025-09-12 03:43:21,DELIVERED,WEST
ORD-00644,CUST-0008,2026-02-11 10:59:43,CANCELLED,WEST
ORD-00645,CUST-0035,2025-04-03 14:57:55,RETURNED,EAST
ORD-00646,CUST-0106,2026-06-13 09:36:46,DELIVERED,CENTRAL
ORD-00647,CUST-0054,2025-09-04 11:04:09,DELIVERED,NORTH
ORD-00648,CUST-0097,2025-02-08 18:38:24,SHIPPED,CENTRAL
ORD-00649,CUST-0079,2025-09-21 08:26:05,CANCELLED,SOUTH
ORD-00650,CUST-0078,2025-12-31 05:07:23,PLACED,SOUTH
ORD-00651,CUST-0114,09-03-2025,CANCELLED,CENTRAL
ORD-00652,CUST-0088,2025-04-01 16:19:49,DELIVERED,SOUTH
ORD-00653,CUST-0026,2025-02-27 04:13:46,PLACED,WEST
ORD-00654,CUST-0134,13-04-2026,PLACED,CENTRAL
ORD-00655,CUST-0086,2025-04-18 03:33:49,DELIVERED,NORTH
ORD-00656,CUST-0080,2026-01-07 06:18:17,RETURNED,EAST
ORD-00657,CUST-0031,2025-11-03 08:07:00,RETURNED,CENTRAL
ORD-00658,CUST-0053,2025-08-16 08:09:45,DELIVERED,CENTRAL
ORD-00659,CUST-0019,2025-09-25 10:34:28,PLACED,SOUTH
ORD-00660,,2026-06-19 01:05:27,CANCELLED,SOUTH
ORD-00661,CUST-0115,2025-08-10 06:45:48,RETURNED,NORTH
ORD-00662,CUST-0120,2026-03-28 22:29:06,CANCELLED,EAST
ORD-00663,CUST-0120,2025-04-15 07:09:55,RETURNED,EAST
ORD-00664,CUST-0101,2026-02-03 21:21:50,DELIVERED,WEST
ORD-00665,CUST-0017,2025-04-10 15:29:54,SHIPPED,EAST
ORD-00666,CUST-0148,2026-04-01 12:52:45,PLACED,EAST
ORD-00667,CUST-0019,2025-10-04 12:37:26,SHIPPED,CENTRAL
ORD-00668,CUST-0041,2025-04-03 10:13:52,RETURNED,WEST
ORD-00669,CUST-0112,2025-08-24 07:11:42,PLACED,CENTRAL
ORD-00670,CUST-0030,2025-04-22 03:52:28,SHIPPED,EAST
ORD-00671,CUST-0018,2026-04-20 19:49:52,CANCELLED,EAST
ORD-00672,CUST-0016,2026-05-09 04:56:37,PLACED,SOUTH
ORD-00673,CUST-0116,2025-02-11 19:36:28,SHIPPED,SOUTH
ORD-00674,CUST-0082,2025-10-07 21:19:58,CANCELLED,EAST
ORD-00675,CUST-0150,2026-08-01 16:25:54,SHIPPED,EAST
ORD-00676,CUST-0141,16-06-2026,RETURNED,EAST
ORD-00677,CUST-0073,2026-07-09 22:37:25,DELIVERED,WEST
ORD-00678,CUST-0112,2026-01-05 15:08:12,RETURNED,WEST
ORD-00679,CUST-0093,2025-06-08 21:08:08,PLACED,NORTH
ORD-00680,CUST-0037,2025-03-29 04:05:08,CANCELLED,WEST
ORD-00681,CUST-0109,2026-02-06 13:35:52,CANCELLED,WEST
ORD-00682,CUST-0048,2025-06-01 18:31:54,SHIPPED,CENTRAL
ORD-00683,CUST-0140,30-07-2025,PLACED,CENTRAL
ORD-00684,CUST-0095,2026-04-16 22:05:09,RETURNED,EAST
ORD-00685,CUST-0021,2025-02-20 02:15:30,PLACED,CENTRAL
ORD-00686,CUST-0080,2026-06-16 17:49:00,CANCELLED,WEST
ORD-00687,CUST-0121,2025-09-04 09:18:10,PLACED,CENTRAL
ORD-00688,CUST-0145,16-11-2025,CANCELLED,CENTRAL
ORD-00689,CUST-0014,2025-10-15 19:01:18,CANCELLED,NORTH
ORD-00690,CUST-0020,2025-10-29 19:17:17,DELIVERED,NORTH
ORD-00691,CUST-0045,2026-03-08 11:51:11,DELIVERED,SOUTH
ORD-00692,CUST-0136,2026-07-07 02:09:38,SHIPPED,WEST
ORD-00693,CUST-0106,2025-07-13 14:46:40,SHIPPED,SOUTH
ORD-00694,CUST-0089,2026-06-15 03:03:10,CANCELLED,WEST
ORD-00695,CUST-0122,2025-02-10 21:45:24,CANCELLED,EAST
ORD-00696,CUST-0112,2026-07-28 14:24:43,DELIVERED,CENTRAL
ORD-00697,CUST-0011,2026-05-02 20:22:54,CANCELLED,CENTRAL
ORD-00698,CUST-0070,2025-08-31 03:16:41,RETURNED,WEST
ORD-00699,CUST-0062,2026-01-22 21:44:11,DELIVERED,CENTRAL
ORD-00700,,2026-08-01 00:26:06,RETURNED,NORTH
